	rab.all	rab.win.ak	rab.win.op	diff.btw	diff.win	effect	overlap	we.ep	we.eBH	wi.ep	wi.eBH
330	0.502575504787303	0.390652912614972	0.623993943263881	0.179312254309766	4.25103224059413	0.034108487328478	0.479600000068113	0.419200841430649	0.514268830121284	0.39473705501775	0.479989185871532
336	0.593674171959658	0.366862439860558	0.827624004057276	0.447080583171163	4.19109895838825	0.0929633605115381	0.451600000162859	0.232933189027359	0.31913852903446	0.175847989311625	0.24185035100552
337	0.384856687474493	0.726629025402124	0.0487477200130497	-0.806901775875178	4.26077149667563	-0.156596691170369	0.416600000285956	0.112481883900828	0.170845482835119	0.0638417595866694	0.0973119562378201
346	0.455310277773158	0.846522399980704	0.0751718026673593	-0.720337230862066	4.228219572008	-0.152354464919261	0.421400000268639	0.0766436574076629	0.124423217377022	0.0399458195825832	0.0650059957367201
367	0.345553444878919	0.259132564310384	0.436352527228712	0.160297705758641	4.06461516257596	0.0352608703843373	0.481400000062086	0.493892626337231	0.598485196598297	0.493765327571371	0.580915380138982
373	0.324459527149717	0.225172066571343	0.423386414179533	0.216704326718769	4.19223977182812	0.0463597607762373	0.473705259036067	0.467254843227836	0.565265030531167	0.450843545954651	0.531932459621984
386	0.340390876219938	0.346598662623707	0.336271536389419	0.00232218392318551	4.14183587791588	0.00121081264100429	0.499700059989002	0.487569648659923	0.593860682078622	0.489152938300799	0.582348816033641
420	0.291677584489531	0.263875826459874	0.320009305425512	0.0640136946423659	4.2522971558727	0.0133883670835972	0.492200000026006	0.506708065417896	0.605202649128206	0.510921398636672	0.593201758919419
440	0.30357798297024	0.251929454710466	0.367307548062689	0.164466697548082	4.12755751440007	0.0335916318125934	0.483303339387829	0.489011404098902	0.586563102609073	0.491861025889127	0.573015332789933
447	1.01660551925265	0.399009047279653	1.81538180006906	1.74496355894664	4.71935681067865	0.324946730639368	0.339732054184444	0.000325697856755375	0.00097834540823021	3.90808679953699e-05	0.00014475410157019
448	0.319602330367131	0.647970055903042	0.00939883940579644	-0.568149391090731	4.10315318461762	-0.114359328190117	0.435800000217588	0.170220179487083	0.238578502971948	0.116681036593584	0.167191586115314
470	0.294056416983743	0.296875367047846	0.290829095775075	0.108131400762923	4.26712179718614	0.0218266035612983	0.488400000038687	0.518463075328008	0.617356915591463	0.50614039724035	0.595006322761733
481	0.960201923386125	0.358376600299427	1.62411154717892	1.35122750676119	4.30480422736653	0.271848915950603	0.354929014724969	0.00151408022780219	0.00475278680389826	0.000176088066055648	0.000656000200031204
491	1.52643715393726	0.679946586564537	2.46252024596636	1.88755564535462	4.34884838158371	0.383792731853591	0.316136773353899	1.29294575446235e-05	6.68110335355824e-05	1.53744622428362e-07	1.21193634412499e-06
507	0.238280542024171	0.230803416108354	0.247365904498853	0.0348578918071709	4.24766122472103	0.00697181475273157	0.496100779857024	0.497376958242463	0.593436059584358	0.495831855593855	0.586700518018501
513	0.411975878151332	0.799944686892679	0.0414671199820855	-0.726711612551486	4.1329077923056	-0.14505326078227	0.420115977077785	0.0807395788908585	0.12294640399115	0.0409890505549086	0.0669392328291292
517	0.428556629970083	0.255798891807713	0.610137142123917	0.367124423546636	4.2366686676542	0.0778935887826425	0.460507898552729	0.298691812868857	0.385826042315697	0.270938274486037	0.347461542742904
518	0.407744659402524	0.549871657027601	0.257298917634104	-0.383497857282459	4.21941021837385	-0.0781196819978569	0.456308738399049	0.340517320526023	0.442812360633675	0.316448718393883	0.40323255838623
524	0.314414667558238	0.2603897600104	0.371139240234434	0.15406200057611	4.22023079901945	0.0291146355239816	0.485702859475792	0.454842411477861	0.555124077292047	0.471324326223299	0.556412182830339
547	0.51084579423133	0.297699997192823	0.713238414564294	0.517585703568115	4.43531905065256	0.102560719992261	0.443711257938412	0.193538944273085	0.272953215196845	0.172023630583031	0.23784204035734
552	0.303973135831376	0.439606632208195	0.161031032225734	-0.234307213706813	4.19723309904925	-0.0470687389252922	0.469306138874905	0.408083621525987	0.502352858146085	0.35822826683266	0.440805198380055
554	0.312710052993763	0.593176341168698	0.0254164888869131	-0.543976513878499	4.20050164891892	-0.117443999413878	0.436800000214087	0.178324161298184	0.249425910535239	0.119434985384366	0.168577543836952
555	0.575712365013976	0.356264829757561	0.802343577617904	0.440465990674531	4.25800862289599	0.0890700059998583	0.456508698406366	0.229151227901582	0.311318848710391	0.182132786834357	0.245913363300423
557	0.294302692945988	0.351722383227117	0.232839794758778	-0.0665440446855463	4.14284673634186	-0.0127710033723664	0.492800000024005	0.486258642767954	0.583018769010032	0.522329772365248	0.601966645547128
558	0.785074177226424	0.42776828338501	1.22596600603137	1.08663656913122	4.78969425202081	0.1973677606814	0.403919216489185	0.00743388159193378	0.0183183777379658	0.00574268434785895	0.0147296539853028
569	0.274938979079532	0.228459629707269	0.3167435225729	0.0972406875677123	4.27076845974	0.0200401968732543	0.49100000003001	0.547608574877974	0.642602807063306	0.520346374160146	0.608168817432069
578	0.327841168589774	0.470136755704805	0.189093732128597	-0.321906939335142	4.27613609962759	-0.060654836136954	0.465506898735757	0.41902073833496	0.512042229454861	0.372586287546664	0.456203847591266
580	0.369820603235569	0.28497912624546	0.454016777521558	0.166546378376395	4.15882955342586	0.0333706530105264	0.48240000005874	0.427328370867959	0.522806631870123	0.418690723513319	0.508259669831526
602	0.373934410111403	0.331886337091944	0.413601185626745	0.131338066447541	4.143831330751	0.0277081028245756	0.48530293946113	0.500538544356045	0.60036921842605	0.473911980323802	0.568935982025376
603	0.412288907990952	0.297103728774071	0.526944620266502	0.260711833698893	4.18039339223446	0.0534213701661166	0.471305738948155	0.395701570885259	0.492005977157557	0.383195746374525	0.467053404480738
614	0.25877570159402	0.27184272799692	0.249018748297251	0.0204572085206154	4.25211100484419	0.00510114815707183	0.497400000008667	0.534474722190967	0.629223213162164	0.542357236849875	0.626340564745045
646	0.374278630358108	0.749717122295094	0.00646335054350899	-0.849312746315155	4.30174343427088	-0.17415034818573	0.408600000315199	0.0606392601120526	0.102931443985081	0.0436232346241135	0.0674573692690391
648	0.227168405506637	0.393351118929801	0.0492068455482499	-0.301028195812059	4.26913818319969	-0.0603591044978718	0.466600000111833	0.374393147200669	0.472140017938403	0.335472989429411	0.415226066027323
657	0.318297450777449	0.541974345278973	0.10013192954298	-0.435757917639154	4.28507762282627	-0.088551587436292	0.454000000154642	0.268474452588973	0.350152716149934	0.2116371288618	0.273135851044535
662	0.394727664580633	0.30800010641256	0.47979596010327	0.260000881791173	4.51010732507747	0.0515405622624965	0.473000000090263	0.35352038414974	0.45124961010836	0.356721032892684	0.440025898716431
672	0.360964430464031	0.261758589129892	0.460327985556639	0.279928731265382	4.16038611292862	0.056991999939847	0.471200000096319	0.447901609893702	0.550708460016291	0.457569132823616	0.546152566422971
679	0.422073866941011	0.259468036109501	0.587144361484107	0.503028481390734	4.27059789828965	0.100552393189528	0.447910418091884	0.297704783028639	0.391630461434817	0.265626946969104	0.343892987276723
703	0.374439737731961	0.674594453738898	0.0663784924514284	-0.575943352397063	4.09779749057426	-0.112302588432295	0.438000000209894	0.162846418938588	0.233538070344524	0.110554528903209	0.157906104098888
723	1.11664645206184	0.296231697833286	2.07398133985928	1.9413228574078	4.2860002598192	0.396273537444773	0.304000000771955	2.82053773273653e-05	0.000133801311332203	8.77926531169303e-08	7.04756326662391e-07
731	0.25298633697777	0.234319790119653	0.271596317771603	0.0352728255079242	4.23967974671877	0.00724343200054025	0.496400000012001	0.527272730276178	0.62602380292135	0.497887712739745	0.587271007355762
749	0.626428145295923	0.241326525974851	1.01662739178915	0.776734935731848	4.23329805383591	0.155501790408711	0.416516696946812	0.0563253962860126	0.0975650480418036	0.0311151338921449	0.0561227135991927
750	0.241337509134881	0.268898088401127	0.208886655368026	-0.0343105669178465	4.29675919236949	-0.00787141982598148	0.495000000016668	0.499230698851947	0.599979789762635	0.47056454518254	0.562036170868724
760	0.908781482881477	0.333764023309426	1.53592516480705	1.29152002215063	4.22268208082823	0.267361790710549	0.370600000462297	0.00541391531118417	0.0102505592958089	0.00193128395018842	0.00375088987440769
771	0.376064016358932	0.288569337232656	0.476528050509231	0.227990921320508	4.2237474899026	0.0477873094790442	0.476504699138647	0.425015820313929	0.52285615634633	0.417034319988646	0.504039431618164
779	0.560330151681095	0.374152514570926	0.747841695015136	0.341644294500817	4.18764822582661	0.0641240315829177	0.460600000132153	0.339186982178213	0.435165837306735	0.279583442145133	0.359718991031633
796	0.256687229126819	0.476748603641799	0.0710049074240731	-0.472142597270428	4.26779208849567	-0.0939480283323649	0.450709858194241	0.241243611990998	0.328117566864057	0.222509988161343	0.289908417992268
802	0.827196056121393	0.280121586058813	1.37309878610024	1.13742169240054	4.14717236153558	0.236382882961642	0.376800000437211	0.00903268333502019	0.0197262105938054	0.00254727436795344	0.00624457824512014
816	0.40193733666985	0.356191137104705	0.446863753316491	0.0622443937899018	4.23302045624163	0.0127772331740232	0.494200000019336	0.488582117602076	0.587924125042187	0.45224173855358	0.544320850200519
864	0.454560500416258	0.310697781979988	0.61346282445442	0.269758077668768	4.2371639968646	0.0503188711023523	0.471400000095647	0.380184995117839	0.473904594114954	0.316147559125316	0.394118355148276
866	0.474019812883085	0.276673018114533	0.672178092034353	0.336803894264011	4.15047932607468	0.0726834214296094	0.460907818567369	0.294338354484817	0.384456289720571	0.244081450895374	0.315654572597641
868	0.440774577868098	0.86973140827024	0.0518072076447744	-0.922929646042633	4.28772459232938	-0.18817609078571	0.399720056336939	0.0380260488813328	0.0722339344324738	0.0159202290831059	0.0319761232607603
896	0.318980438141293	0.266944204685901	0.374782554653641	0.0639293592203725	4.18776438895424	0.013327561134084	0.49350129976171	0.475828060400085	0.579611591813003	0.486654857088648	0.572192873698023
912	0.645081847152956	0.29704724702572	1.01760242373913	0.803806597195925	4.32421178879703	0.16259254705404	0.417800000281611	0.0697217092584068	0.11011731271942	0.0370098222861951	0.0600422598178543
917	0.462922478401414	0.264664219564523	0.663338147754915	0.412857057461069	4.26419335639282	0.0853642661140107	0.454400000153275	0.256781865001594	0.338096603091908	0.221149140116146	0.289722038150922
934	0.425362143353925	0.804180476206255	0.0906921012453994	-0.669226755354855	4.14945563707772	-0.13750248928826	0.426914617325422	0.105555493704213	0.162380380702207	0.0529940680443112	0.0852495405070428
957	0.341909520395454	0.314959365142582	0.370877227228522	0.0866220731796039	4.1830689795267	0.017088958420528	0.490600000031345	0.514030572758157	0.614643711013795	0.503572529800629	0.590461182943441
973	0.285367533796878	0.272922891243083	0.295321874554245	-0.0140334744887669	4.25602521647492	-0.00259011185428373	0.498400000005334	0.557812228481751	0.657327232231679	0.567532678779015	0.655686353034291
988	0.375140627695772	0.63605610869561	0.110666214964303	-0.515069386360401	4.11686216410673	-0.105308441757187	0.441200000198749	0.240748005332834	0.317961692219049	0.172584504475531	0.235429738176651
990	0.281439978382637	0.468247377681199	0.101570131035166	-0.380540792195183	4.21142279665461	-0.0745307878888131	0.458108378464905	0.32079344379841	0.4184615806797	0.292193112074767	0.367911436937465
1001	2.44728010951523	0.543802550797373	5.50488638237526	4.86567657746135	4.33628752391705	1.02297565313641	0.127000002803558	2.0293251920682e-30	2.6662520684445e-28	7.82634820597015e-33	1.29943719552562e-30
1004	0.322102287568313	0.663436458827018	0.0022041761050966	-0.671916512250212	4.20243678037194	-0.133601180896426	0.424600000257182	0.14077320698163	0.205052564589817	0.0820371554878712	0.123044688690649
1051	0.49196616758789	0.923014005488946	0.0654835259600182	-0.926569926635906	4.18537622078711	-0.194235574773041	0.401400000341965	0.0385721399434154	0.0721159128163204	0.0148920627542231	0.0307929132581213
1053	1.08160179927505	2.03020495835444	0.283855577974415	-1.77650068413868	4.23125324915764	-0.35696094326041	0.323935213627094	5.18715770031442e-05	0.000255490424623851	1.03723517241226e-06	6.52969831434117e-06
1057	0.614370372486446	0.296623128061348	0.933310259390169	0.777376475880907	4.37456809158796	0.155481115233796	0.419316137048672	0.0808800132345414	0.12661988222676	0.0487419328066657	0.0796296404629225
1093	0.640040398394305	0.580327644569207	0.692889920260365	0.128038319625117	4.24650378811842	0.0276076204250964	0.48560000004804	0.472621568449606	0.568917831545786	0.487705821242907	0.572855949958257
1102	0.287397284723276	0.546500968016776	0.045036821436601	-0.526874424873878	4.22977262467252	-0.104798085187617	0.442911417909188	0.216729223598906	0.302081018399118	0.159726821676266	0.225210679568732
1127	0.314288132177822	0.270686895964115	0.364161483365107	0.0623572605639193	4.19473196623777	0.0118280979662003	0.493701259769042	0.489662591364003	0.589935334420987	0.486416075558935	0.573747220650841
1156	0.626196216316635	0.461585900668585	0.792749579010584	0.285314317039016	4.18371638555084	0.0592025090041101	0.465506898735757	0.373634034150793	0.468494017802848	0.353012283509931	0.430598746229865
1158	0.266677827868762	0.279895705397344	0.249753094694494	0.0512858154787779	4.26494991680182	0.00984673274443733	0.494301139791037	0.480497205781126	0.583476836038037	0.497717844004748	0.589430001374684
1195	0.32880854706014	0.194207768814925	0.459929253517736	0.351321348641557	4.20676273911604	0.0726494619658944	0.46160000012876	0.363425981623972	0.465477978739959	0.344613689523031	0.428815339343286
1200	0.31212365847846	0.548618660815261	0.0971121123165632	-0.505350004184944	4.24743319560405	-0.101649164772285	0.44511097798956	0.193566544997151	0.280034683369391	0.151183047196119	0.2170851936904
1207	0.850999010400875	0.405580363179913	1.35286056629816	1.06421814239634	4.18235607317132	0.214803628737535	0.383200000411805	0.0269792019177898	0.0498227937650897	0.00801744911951685	0.0162387901879983
1215	0.685363854457847	0.39497842816347	0.979336041776078	0.623601266143224	4.171529980443	0.128038188595515	0.431913617507695	0.161029114383902	0.223235713024021	0.105760589811561	0.151426226152152
1223	0.342757497124736	0.249573845902672	0.433804460174972	0.112879243415632	4.14704526769407	0.0204391681216844	0.487702459549099	0.43909508954641	0.540709728314257	0.468242002812285	0.550947116114985
1256	0.390117635224172	0.229697308792444	0.54810300495015	0.290948191476239	4.26257151930507	0.0569744387345645	0.467000000110482	0.369246615496282	0.470800079039201	0.318114567068397	0.405166917131856
1286	0.935052747773532	0.687646768635921	1.17021875743845	0.490995677394908	4.2668549983953	0.100342750491586	0.448400000173852	0.235263674738521	0.31626353751464	0.167643183468393	0.231521694781819
1312	1.05983607958949	0.389632311326775	1.87784737419679	1.5936859918086	4.38640399889647	0.322840541312638	0.342131574269525	0.000217858288358539	0.000802151193685367	3.0044503918332e-05	0.000113818667256149
1342	1.45119798000701	1.04346458526873	1.87171635440244	0.852774821461452	3.96238184415478	0.177976572855801	0.402119576423917	0.0387366392352668	0.0744551567642169	0.012215685530625	0.0256626153539911
1354	0.422876319253939	0.373351518130544	0.471567360393168	0.054206625268062	4.11477583957684	0.0124817471295544	0.49350129976171	0.515035606298679	0.613049112554278	0.48796827828857	0.57734288479596
1360	0.290048436300435	0.276060640581067	0.302526154052428	-0.0138855218749692	4.20758772011008	-0.00338373558593879	0.497600000008	0.513824000758059	0.614123136039388	0.504322877772636	0.592651350079825
1367	0.887535107249229	0.546442301274938	1.23919574119527	0.850324961982254	4.5257953515255	0.165397704098608	0.417716456990459	0.0672734204668811	0.117296217317302	0.0410092825459516	0.0749794472517449
1370	0.381674412250455	0.244275329262898	0.50477047930983	0.282986701902217	4.24490658436751	0.0585823886765872	0.470400000099014	0.397055221876735	0.493096989525402	0.394510184672362	0.476326862297549
1383	0.61657566063221	0.291892638868599	0.979113108981123	0.804989572358449	4.38342332490737	0.158126804853925	0.418916217034117	0.0668505265640254	0.110285930930262	0.0326229915327041	0.0586876980918309
1388	0.952963552219876	0.619926066633391	1.29776486604657	0.686908534975666	4.29257327460928	0.136558312775793	0.426714657318134	0.0739029573699733	0.126447926424128	0.0376260047548837	0.0681263508422499
1412	0.282595579053021	0.269450236976367	0.293529077114226	0.0846491690923283	4.35541336524589	0.0175852652509238	0.490501899651735	0.463519986431102	0.569934990195958	0.487015692066158	0.578205756362399
1419	0.443146771151177	0.306738761847804	0.590501062960685	0.330831935878707	4.17041761285075	0.0670364410897687	0.462600000125368	0.351495635287848	0.455749802275269	0.309388099840966	0.395385461685885
1424	0.345357970921643	0.27772811195347	0.415510911292269	0.176721989577125	4.20151454006594	0.0367914125607014	0.481600000061417	0.456865445563044	0.560489753175476	0.459889389027613	0.546092838498881
1430	0.351770980811679	0.279535612400982	0.433630032555987	0.168783571445153	4.12772598458778	0.0341657289553921	0.484600000051382	0.46682587014427	0.57232564271342	0.490144015709495	0.57663750399849
1441	0.37833266325073	0.256631980311428	0.49729296313073	0.193966798701968	4.12759980917854	0.0400950210984864	0.478800000070795	0.399222175988734	0.494695493249113	0.380884517983002	0.459395215160973
1444	0.433060786914012	0.331049982255596	0.538920837244124	0.236673411616551	4.2028432040938	0.0511071168578578	0.474905019080029	0.489174942069898	0.586399082614427	0.469525759118438	0.552265279596578
1454	0.863844547990187	0.353635059701957	1.41117672141199	1.10883255255392	4.24724490950126	0.223706978859227	0.380523895643157	0.00513939940862807	0.0126074560899144	0.00172516373097197	0.00440821913236879
1469	0.628507259568554	1.25429883771215	0.0328877090310229	-1.27454213895258	4.22657225270214	-0.259882079782021	0.369326135240371	0.00438649401131378	0.0112534317025687	0.000613142478167301	0.00191649595023892
1530	0.926114683733714	0.651812366092345	1.21614270937512	0.488479350405993	4.29604637941933	0.103898892443685	0.445310937996868	0.198884941579435	0.278999099918783	0.135426941419548	0.196856610517444
1562	0.576124931450104	0.268954171544984	0.905633050365873	0.616248545968571	4.25249775476418	0.126230602406584	0.438312337741214	0.128054549539722	0.194057122590568	0.071215607016354	0.113292280267384
1578	0.387681629360138	0.665437055779572	0.109032439499051	-0.527382034219658	4.17269698037599	-0.102804792854355	0.443800000189731	0.222959306260099	0.298197484005988	0.153281865704854	0.210248140888989
1582	0.374163764235257	0.331790026201936	0.418417777856783	0.0416825401873577	4.15515469341006	0.0081739872515818	0.495900819849692	0.513552582937899	0.61858183661085	0.524801867440525	0.610647581044904
1613	0.958052185169542	0.551076077645704	1.46181046507146	1.11052151993635	4.58905152188464	0.214726944319234	0.393400000372254	0.0115698563387412	0.026224245906749	0.00512636983057927	0.0120889667497313
1629	0.368126691715909	0.293687755996532	0.451308696785863	0.146569070902689	4.19862993376814	0.0300809590351832	0.484400000052051	0.430238914730482	0.534181099303118	0.437338988355551	0.524163778602057
1634	0.630351988837405	0.444717770543434	0.812276608953784	0.401056374966638	3.98339187942692	0.0864296763641659	0.451309738216179	0.307639348485869	0.393475442778421	0.250175589490412	0.324107882940487
1642	0.310584413771918	0.301613650475687	0.318363877901614	0.0179093283615215	4.1910477135237	0.00408661021694562	0.497200000009334	0.563192330832957	0.656633384941162	0.539006593607327	0.626007564150397
1669	0.707484578664856	1.32258423064278	0.105674352590994	-1.18815346195896	4.12360273377395	-0.250312500481954	0.366926615154267	0.00531887932575617	0.0126238579117832	0.000571075283759847	0.00182502406643414
1681	0.297917838982453	0.297383736994518	0.298902038223434	0.0239500583770358	4.26066929762607	0.00565791694630944	0.497800000007334	0.499243717349833	0.599061680735703	0.514621406310748	0.598586198767959
1731	0.320106455795597	0.242666054298801	0.393989630904019	0.143180480627415	4.19975416783559	0.0292896434429487	0.483000000056732	0.459990876167912	0.56140417143243	0.452733911475144	0.538938636804924
1770	0.571069466564153	0.287084181487198	0.857227453193344	0.531811435910178	4.16792926196396	0.110039235479404	0.44200000019597	0.169360810540991	0.243488834822978	0.104850440137687	0.155230383175398
1776	1.46165429611942	0.805297407306508	2.26581207261352	1.58414375112229	4.76709344660176	0.29587182643327	0.359728054896436	0.000289915571718093	0.00123295387130947	6.70550485764462e-05	0.000268481632329898
1795	0.346654940181887	0.638309529175521	0.0621351029480532	-0.570422793689718	4.13800282646929	-0.111251910269829	0.440311937814233	0.170759366022037	0.254641577125143	0.106399892733766	0.161203645275627
1800	0.245078481904589	0.204117683381961	0.28950128635477	0.0980611301856005	4.27995006623513	0.0196564448728934	0.489502099615079	0.491760176465604	0.593293188659022	0.505849090399666	0.590883841608922
1807	0.311536420185557	0.275764836579861	0.348124843620409	0.0858803260545979	4.18532094547097	0.0172822326093593	0.489200000036017	0.53158536803487	0.629061230352269	0.554931974810092	0.637452569209353
1821	0.47288629726817	0.265353156119285	0.687606823877576	0.466337716195481	4.22117241531121	0.0947033555032165	0.45470905834052	0.22040301080776	0.303749750512879	0.185172476239086	0.25436494208092
1839	0.480302677555269	0.32049766269702	0.629196476346799	0.37252800254553	4.29424551971646	0.0753892873733717	0.463107378647894	0.303259882578085	0.388846189979488	0.277912736471719	0.35393276629188
1862	0.855420020826858	0.306646015242238	1.49826779512719	1.13735575280018	4.17022535273046	0.236145612566871	0.377724455542316	0.00553581761380095	0.0134793697779127	0.000501078676907095	0.00175776100174217
1867	1.20404538572434	0.339919282566272	2.31429396563368	2.03497196828831	4.2419721995786	0.420354085667645	0.299800000794747	1.78355912065602e-06	1.1737988438808e-05	4.36476296021562e-09	4.32785569926847e-08
1868	0.38821476513812	0.420140681107393	0.351874186155594	-0.171139112004972	4.11301461572889	-0.0363895297554207	0.481200000062756	0.482320543485574	0.578902881936623	0.482934853562201	0.571035432422098
1898	0.223932305952629	0.424881710728588	0.0250878691825296	-0.385066432895895	4.28615729294541	-0.076231525046603	0.458400000139633	0.229342892881842	0.314761282886476	0.206829807424959	0.277060814542599
1911	0.438662164811863	0.264026395689295	0.616289238240462	0.3737396726865	4.15738227997041	0.0782555252808084	0.459708058523453	0.355760332210451	0.452613695286423	0.287497097361019	0.374709098337193
1920	0.22553658497186	0.224171538577929	0.227078983667916	0.0380134782046984	4.27432360551206	0.00962113469828365	0.495300939827696	0.475544559541991	0.577433661752302	0.485350960424587	0.578226970967687
1926	0.300126626384567	0.288985304583925	0.31599877438313	0.0592079705101325	4.36414663272364	0.0124545642392233	0.494800000017335	0.471716809516348	0.573713061639478	0.509835540743819	0.60056635268681
1934	0.665659902108775	0.356466088055502	0.991887335283807	0.723122195028022	4.20079458752283	0.149709368380262	0.42631473730356	0.128959478030915	0.186227328536542	0.0860014454367431	0.124408740336647
