	root	phylum	class	order	family	genus
3539	Root	Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	Lautropia
3540	Root	Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	Streptococcus
3549	NA	NA	NA	NA	NA	NA
3582	Root	Bacteroidetes	c__Flavobacteria	o__Flavobacteriales	f__Flavobacteriaceae	Capnocytophaga
3596	NA	NA	NA	NA	NA	NA
3601	Root	Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	Prevotella
3625	Root	Proteobacteria	c__Betaproteobacteria	o__Neisseriales	f__Neisseriaceae	Kingella
3627	Root	Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	Prevotella
3632	Root	Firmicutes	c__Bacilli	o__Gemellales	f__Gemellaceae	Gemella
3664	Root	Fusobacteria	c__Fusobacteria	o__Fusobacteriales	f__Fusobacteriaceae	Streptobacillus
3673	Root	Fusobacteria	c__Fusobacteria	o__Fusobacteriales	f__Fusobacteriaceae	Leptotrichia
3696	Root	Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	Haemophilus
3702	Root	Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	Veillonella
3722	Root	Proteobacteria	c__Betaproteobacteria	o__Neisseriales	f__Neisseriaceae	Neisseria
3734	Root	Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Propionibacteriaceae	Propionibacterium
3741	NA	NA	NA	NA	NA	NA
3756	Root	Fusobacteria	c__Fusobacteria	o__Fusobacteriales	f__Fusobacteriaceae	Leptotrichia
3757	Root	Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Corynebacteriaceae	Corynebacterium
3760	Root	Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Actinomycetaceae	Actinomyces
3762	Root	Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	Haemophilus
3782	Root	Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	Prevotella
3795	Root	Bacteroidetes	c__Flavobacteria	o__Flavobacteriales	f__Flavobacteriaceae	Capnocytophaga
3805	Root	Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Porphyromonadaceae	Porphyromonas
3818	Root	Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	Haemophilus
3840	Root	Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Corynebacteriaceae	Corynebacterium
3855	Root	Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	Prevotella
3859	Root	Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	Haemophilus
3861	Root	Firmicutes	c__Bacilli	o__Lactobacillales	f__Aerococcaceae	Abiotrophia
3882	Root	Proteobacteria	c__Betaproteobacteria	o__Neisseriales	f__Neisseriaceae	Eikenella
3895	Root	Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	Haemophilus
3905	Root	Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	Streptococcus
3909	Root	Proteobacteria	c__Betaproteobacteria	o__Neisseriales	f__Neisseriaceae	Kingella
3927	Root	Fusobacteria	c__Fusobacteria	o__Fusobacteriales	f__Fusobacteriaceae	Leptotrichia
3945	Root	Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	Veillonella
3967	Root	Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	Lautropia
3971	NA	NA	NA	NA	NA	NA
3973	Root	Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Porphyromonadaceae	Porphyromonas
3978	Root	Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Porphyromonadaceae	Porphyromonas
3986	Root	Fusobacteria	c__Fusobacteria	o__Fusobacteriales	f__Fusobacteriaceae	Streptobacillus
3993	Root	Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	Aggregatibacter
3998	Root	Proteobacteria	c__Betaproteobacteria	o__Neisseriales	f__Neisseriaceae	Neisseria
4006	Root	Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	Selenomonas
4038	NA	NA	NA	NA	NA	NA
4054	Root	Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	Veillonella
4076	Root	Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Porphyromonadaceae	Porphyromonas
4089	Root	Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	Streptococcus
4104	Root	Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	Prevotella
4118	Root	Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Micrococcaceae	Rothia
4126	Root	Firmicutes	c__Bacilli	o__Lactobacillales	f__Carnobacteriaceae	Granulicatella
4138	NA	NA	NA	NA	NA	NA
4158	Root	Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	Aggregatibacter
4162	Root	Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	Prevotella
4180	Root	Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	Streptococcus
4218	Root	Fusobacteria	c__Fusobacteria	o__Fusobacteriales	f__Fusobacteriaceae	Leptotrichia
4219	Root	Proteobacteria	c__Betaproteobacteria	o__Neisseriales	f__Neisseriaceae	Eikenella
4238	NA	NA	NA	NA	NA	NA
4263	Root	Firmicutes	c__Bacilli	o__Lactobacillales	f__Aerococcaceae	Abiotrophia
4290	Root	Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	Streptococcus
4312	Root	Firmicutes	c__Bacilli	o__Gemellales	f__Gemellaceae	Gemella
4327	Root	Bacteroidetes	c__Flavobacteria	o__Flavobacteriales	f__Flavobacteriaceae	Capnocytophaga
4375	Root	Fusobacteria	c__Fusobacteria	o__Fusobacteriales	f__Fusobacteriaceae	Leptotrichia
4387	Root	Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Actinomycetaceae	Actinomyces
4416	Root	Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Actinomycetaceae	Actinomyces
4432	Root	Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	Streptococcus
4437	Root	Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Corynebacteriaceae	Corynebacterium
4454	Root	Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	Prevotella
4461	Root	Fusobacteria	c__Fusobacteria	o__Fusobacteriales	f__Fusobacteriaceae	Leptotrichia
4468	NA	NA	NA	NA	NA	NA
4496	Root	Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Porphyromonadaceae	
4513	Root	Firmicutes	c__Bacilli	o__Lactobacillales	f__Carnobacteriaceae	Granulicatella
4517	Root	Firmicutes	c__Bacilli	o__Lactobacillales	f__Carnobacteriaceae	Granulicatella
4518	Root	Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Porphyromonadaceae	Tannerella
4555	Root	Proteobacteria	c__Betaproteobacteria	o__Neisseriales	f__Neisseriaceae	Neisseria
4571	Root	Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	Prevotella
4590	Root	Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	Actinobacillus
4598	Root	Fusobacteria	c__Fusobacteria	o__Fusobacteriales	f__Fusobacteriaceae	Leptotrichia
4617	Root	Fusobacteria	c__Fusobacteria	o__Fusobacteriales	f__Fusobacteriaceae	Fusobacterium
4619	Root	Bacteroidetes	c__Flavobacteria	o__Flavobacteriales	f__Flavobacteriaceae	Capnocytophaga
4644	Root	Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	Prevotella
4648	Root	Spirochaetes	c__Spirochaetes	o__Spirochaetales	f__Spirochaetaceae	Treponema
4652	Root	Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	Prevotella
4659	NA	NA	NA	NA	NA	NA
4667	Root	Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Micrococcaceae	Rothia
4681	Root	Fusobacteria	c__Fusobacteria	o__Fusobacteriales	f__Fusobacteriaceae	Leptotrichia
4707	Root	Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Porphyromonadaceae	Porphyromonas
4730	Root	Firmicutes	c__Bacilli	o__Gemellales	f__Gemellaceae	Gemella
4733	Root	Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	Prevotella
4741	Root	Proteobacteria	c__Betaproteobacteria	o__Neisseriales	f__Neisseriaceae	Neisseria
4743	Root	Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Porphyromonadaceae	Porphyromonas
4751	Root	Spirochaetes	c__Spirochaetes	o__Spirochaetales	f__Spirochaetaceae	Treponema
4752	Root	Proteobacteria	c__Betaproteobacteria	o__Neisseriales	f__Neisseriaceae	Neisseria
4755	Root	Firmicutes	c__Bacilli	o__Gemellales	f__Gemellaceae	Gemella
4770	NA	NA	NA	NA	NA	NA
4775	Root	Fusobacteria	c__Fusobacteria	o__Fusobacteriales	f__Fusobacteriaceae	Fusobacterium
4791	Root	Proteobacteria	c__Betaproteobacteria	o__Neisseriales	f__Neisseriaceae	Neisseria
4809	NA	NA	NA	NA	NA	NA
4826	Root	Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Corynebacteriaceae	Corynebacterium
4834	Root	Bacteroidetes	c__Flavobacteria	o__Flavobacteriales	f__Flavobacteriaceae	Capnocytophaga
4876	Root	Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	Prevotella
4880	Root	Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	Prevotella
4924	Root	Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Actinomycetaceae	Actinomyces
4980	Root	Proteobacteria	c__Betaproteobacteria	o__Neisseriales	f__Neisseriaceae	Neisseria
4986	Root	Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	Streptococcus
4993	Root	Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	Prevotella
5014	Root	Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Porphyromonadaceae	Porphyromonas
5047	Root	Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	Selenomonas
5070	Root	Fusobacteria	c__Fusobacteria	o__Fusobacteriales	f__Fusobacteriaceae	Leptotrichia
5079	NA	NA	NA	NA	NA	NA
5080	Root	Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	Actinobacillus
5091	NA	NA	NA	NA	NA	NA
5096	Root	Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Porphyromonadaceae	Porphyromonas
5103	Root	Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	
5146	Root	Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	Haemophilus
5161	Root	Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	Veillonella
5202	NA	NA	NA	NA	NA	NA
5203	Root	Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	Prevotella
5214	Root	Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	Haemophilus
5217	Root	Bacteroidetes	c__Flavobacteria	o__Flavobacteriales	f__Flavobacteriaceae	Capnocytophaga
5255	Root	Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	Haemophilus
5264	Root	Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	Lautropia
5267	Root	Bacteroidetes	c__Flavobacteria	o__Flavobacteriales	f__Flavobacteriaceae	Capnocytophaga
5269	Root	Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Actinomycetaceae	Actinomyces
5285	NA	NA	NA	NA	NA	NA
5294	Root	Proteobacteria	c__Betaproteobacteria	o__Neisseriales	f__Neisseriaceae	Neisseria
5311	Root	Fusobacteria	c__Fusobacteria	o__Fusobacteriales	f__Fusobacteriaceae	Fusobacterium
5323	Root	Spirochaetes	c__Spirochaetes	o__Spirochaetales	f__Spirochaetaceae	Treponema
5328	Root	Fusobacteria	c__Fusobacteria	o__Fusobacteriales	f__Fusobacteriaceae	Leptotrichia
5329	Root	Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	Haemophilus
5339	Root	Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	Streptococcus
5347	Root	Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	Streptococcus
5365	Root	Proteobacteria	c__Epsilonproteobacteria	o__Campylobacterales	f__Campylobacteraceae	Campylobacter
5379	Root	Fusobacteria	c__Fusobacteria	o__Fusobacteriales	f__Fusobacteriaceae	Leptotrichia
5380	Root	Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Corynebacteriaceae	Corynebacterium
5386	Root	Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	
5398	Root	Bacteroidetes	c__Flavobacteria	o__Flavobacteriales	f__Flavobacteriaceae	Capnocytophaga
5414	Root	Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	Actinobacillus
5425	Root	Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Actinomycetaceae	Actinomyces
5429	Root	Firmicutes	c__Bacilli	o__Lactobacillales	f__Carnobacteriaceae	Granulicatella
5435	Root	Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Porphyromonadaceae	Porphyromonas
5445	Root	Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	Veillonella
5450	Root	Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	Veillonella
5458	Root	Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Actinomycetaceae	Actinomyces
5464	Root	Firmicutes	c__Bacilli	o__Gemellales	f__Gemellaceae	Gemella
5473	Root	Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Porphyromonadaceae	Porphyromonas
5474	Root	Proteobacteria	c__Betaproteobacteria	o__Neisseriales	f__Neisseriaceae	Neisseria
5479	NA	NA	NA	NA	NA	NA
5495	Root	Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	Prevotella
5503	Root	Proteobacteria	c__Betaproteobacteria	o__Neisseriales	f__Neisseriaceae	Neisseria
5504	Root	Bacteroidetes	c__Flavobacteria	o__Flavobacteriales	f__Flavobacteriaceae	Capnocytophaga
5515	Root	Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	Streptococcus
5545	Root	Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Actinomycetaceae	Actinomyces
5563	Root	Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	Selenomonas
5566	Root	Firmicutes	c__Bacilli	o__Gemellales	f__Gemellaceae	Gemella
5576	Root	Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	Selenomonas
5585	Root	Bacteroidetes	c__Flavobacteria	o__Flavobacteriales	f__Flavobacteriaceae	Capnocytophaga
5599	Root	Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	Prevotella
5647	Root	Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Corynebacteriaceae	Corynebacterium
5662	NA	NA	NA	NA	NA	NA
5678	Root	Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	Aggregatibacter
5692	Root	Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	Streptococcus
5712	Root	Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	Haemophilus
5713	Root	Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	Prevotella
5738	Root	Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	Prevotella
5755	Root	Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Corynebacteriaceae	Corynebacterium
5758	Root	Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	Haemophilus
5763	Root	Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Corynebacteriaceae	Corynebacterium
5786	Root	Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	Streptococcus
5791	Root	Bacteroidetes	c__Flavobacteria	o__Flavobacteriales	f__Flavobacteriaceae	Capnocytophaga
5793	Root	Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Actinomycetaceae	Actinomyces
5830	Root	Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	Prevotella
5831	Root	Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Porphyromonadaceae	
5835	Root	Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Actinomycetaceae	Actinomyces
5851	Root	Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	Streptococcus
5853	Root	Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	Streptococcus
5856	Root	Firmicutes	c__Clostridia	o__Clostridiales	f__	
5866	Root	Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Porphyromonadaceae	
5869	Root	Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	Haemophilus
5875	Root	Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	
5877	Root	Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	Veillonella
5900	Root	Proteobacteria	c__Betaproteobacteria	o__Neisseriales	f__Neisseriaceae	Neisseria
5904	Root	Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Actinomycetaceae	Actinomyces
5914	Root	Firmicutes	c__Bacilli	o__Lactobacillales	f__Carnobacteriaceae	Granulicatella
5916	Root	Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	Actinobacillus
5946	Root	Bacteroidetes	c__Flavobacteria	o__Flavobacteriales	f__Flavobacteriaceae	Capnocytophaga
5947	Root	Proteobacteria	c__Betaproteobacteria	o__Neisseriales	f__Neisseriaceae	Neisseria
5950	Root	Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	Haemophilus
5957	Root	Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Actinomycetaceae	Actinomyces
5978	Root	Fusobacteria	c__Fusobacteria	o__Fusobacteriales	f__Fusobacteriaceae	Leptotrichia
5997	Root	Fusobacteria	c__Fusobacteria	o__Fusobacteriales	f__Fusobacteriaceae	Leptotrichia
6009	Root	Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	Actinobacillus
6029	NA	NA	NA	NA	NA	NA
6031	Root	Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	Prevotella
6044	Root	Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	Veillonella
6046	Root	Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	Prevotella
6054	Root	Fusobacteria	c__Fusobacteria	o__Fusobacteriales	f__Fusobacteriaceae	Leptotrichia
6064	Root	Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	Haemophilus
6083	Root	Proteobacteria	c__Betaproteobacteria	o__Neisseriales	f__Neisseriaceae	Neisseria
6105	Root	Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	Haemophilus
6107	Root	Bacteroidetes	c__Flavobacteria	o__Flavobacteriales	f__Flavobacteriaceae	Capnocytophaga
6156	Root	Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	Prevotella
6160	Root	Fusobacteria	c__Fusobacteria	o__Fusobacteriales	f__Fusobacteriaceae	Leptotrichia
6209	Root	Bacteroidetes	c__Flavobacteria	o__Flavobacteriales	f__Flavobacteriaceae	Capnocytophaga
6229	Root	Proteobacteria	c__Betaproteobacteria	o__Neisseriales	f__Neisseriaceae	Neisseria
6240	Root	Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	Prevotella
6247	Root	Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	
6281	Root	Firmicutes	c__Bacilli	o__Gemellales	f__Gemellaceae	Gemella
6305	Root	Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	Prevotella
6308	Root	Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	Selenomonas
6309	Root	Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	Streptococcus
6319	Root	Firmicutes	c__Bacilli	o__Gemellales	f__Gemellaceae	Gemella
6333	Root	Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Porphyromonadaceae	
6382	Root	Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	Dialister
6393	Root	Proteobacteria	c__Epsilonproteobacteria	o__Campylobacterales	f__Campylobacteraceae	Campylobacter
6394	Root	Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	Lautropia
6395	Root	Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	Streptococcus
6403	Root	Firmicutes	c__Bacilli	o__Lactobacillales	f__Carnobacteriaceae	Granulicatella
6425	Root	Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	Catonella
6459	Root	Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Propionibacteriaceae	Propionibacterium
6471	Root	Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	Actinobacillus
6485	NA	NA	NA	NA	NA	NA
6487	NA	NA	NA	NA	NA	NA
6492	Root	Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Actinomycetaceae	Actinomyces
6506	Root	Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	Veillonella
6508	Root	Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	Haemophilus
6519	Root	Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Actinomycetaceae	Actinomyces
6528	Root	Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	Streptococcus
6540	Root	Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Actinomycetaceae	Actinomyces
6551	Root	Bacteroidetes	c__Flavobacteria	o__Flavobacteriales	f__Flavobacteriaceae	Capnocytophaga
6554	Root	Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	Haemophilus
6589	Root	Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	Prevotella
6601	Root	Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Micrococcaceae	Rothia
6618	Root	Proteobacteria	c__Betaproteobacteria	o__Neisseriales	f__Neisseriaceae	Neisseria
6640	Root	Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	Prevotella
6654	Root	Proteobacteria	c__Epsilonproteobacteria	o__Campylobacterales	f__Campylobacteraceae	Campylobacter
6664	Root	Proteobacteria	c__Betaproteobacteria	o__Neisseriales	f__Neisseriaceae	Neisseria
6683	Root	Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	Streptococcus
6690	Root	Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	Prevotella
6700	Root	Bacteroidetes	c__Flavobacteria	o__Flavobacteriales	f__Flavobacteriaceae	Capnocytophaga
6720	Root	Fusobacteria	c__Fusobacteria	o__Fusobacteriales	f__Fusobacteriaceae	Fusobacterium
6730	Root	Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	Lautropia
6738	Root	Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	Lautropia
6742	Root	Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Propionibacteriaceae	Propionibacterium
6746	Root	Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Micrococcaceae	Rothia
6756	Root	Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	Haemophilus
6786	Root	Firmicutes	c__Bacilli	o__Lactobacillales	f__Carnobacteriaceae	Granulicatella
6799	Root	Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Actinomycetaceae	Actinomyces
6813	Root	Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	Haemophilus
6815	Root	Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	Streptococcus
6827	Root	Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	Streptococcus
6840	Root	Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Corynebacteriaceae	Corynebacterium
6846	Root	Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	Selenomonas
6849	Root	Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Actinomycetaceae	Actinomyces
6851	Root	Proteobacteria	c__Betaproteobacteria	o__Neisseriales	f__Neisseriaceae	Neisseria
6853	Root	Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	Prevotella
6862	Root	Fusobacteria	c__Fusobacteria	o__Fusobacteriales	f__Fusobacteriaceae	Leptotrichia
