	rab.all	rab.win.op	rab.win.up	diff.btw	diff.win	effect	overlap	we.ep	we.eBH	wi.ep	wi.eBH
35992	0.516902895108567	0.568894316934609	0.457755680642101	-0.0917557766136001	4.22938905996087	-0.0200580034497514	0.488502299578422	0.503554072504531	0.802121424764626	0.495333936752446	0.780519285788105
35996	0.974937728780124	0.949073677432158	0.997965112870749	0.0306619725034114	4.80877161620633	0.00536479194771646	0.497100579893684	0.57431673825806	0.849968248363198	0.586987342811873	0.843659284250346
35999	0.336447045587654	0.39108611010217	0.279319307639681	-0.0462672628989083	4.11018428241804	-0.0096853546803492	0.4947010598057	0.514582564594513	0.809305138323316	0.504940162642411	0.77372718923438
36000	0.793990987496718	0.75919875221813	0.830814517095488	0.104276760203865	4.293851690316	0.0200051633063729	0.490301939644404	0.485054212491023	0.803039796111246	0.502325953478181	0.793665501546644
36003	0.255507359880174	0.172398131472525	0.343235755145996	0.189026976134913	4.25682181229909	0.0369498103125405	0.480903819299874	0.462848414250969	0.771330269242667	0.430141669266275	0.720475038402625
36007	1.31080023745661	1.66673990357401	1.00371109700067	-0.72690894488852	4.16797555663144	-0.148984118073544	0.425514897274413	0.082342919013161	0.348559017423533	0.0305919721913197	0.208784939612994
36010	5.24103270312557	5.66841293463978	4.83165743833113	-0.859053021619675	4.34277113870864	-0.172385791091922	0.413400000297594	0.0225995932578333	0.247139568204204	0.00647306029444571	0.128107601466102
36038	5.28842010275258	5.70139320677507	4.80419400406768	-1.00241954641582	3.77028735447601	-0.227945336191092	0.384400000407094	0.000229387646839864	0.0174788831844952	0.000221076588731358	0.0155206740480475
36040	0.139929027931214	0.125727430251578	0.16220508013614	0.0301993826124605	4.26450440619785	0.00583847091487043	0.49570085984236	0.503293139171021	0.801854411542408	0.515623459754992	0.779781194561412
36047	0.232646208712926	0.232674526214452	0.232646208712926	0.0184888664954226	4.12977517433136	0.00358872367295845	0.498800000004	0.521951473380392	0.819868498911723	0.504338448379651	0.797231329997227
36051	0.260606826204272	0.231223576386947	0.295644502466056	-0.0014796916316957	4.24520469220194	-0.000133654490192933	0.499900019996334	0.509444730437305	0.800303081832203	0.533186236997657	0.79588948037326
36057	0.378335814287536	0.217646603086354	0.540601370337272	0.37051889364698	4.5889010647713	0.072183460426552	0.462907418640573	0.279845972587102	0.622617542704676	0.273662603250349	0.571726357465162
