	ak_111305	ak_111754	ak_114224	ak_106344	ak_033006	ak_033139	ak_033463	ak_033735	ak_111583	ak_111448	ak_111231	ak_111165	ak_106071	ak_105785	ak_105472	ak_105102	ak_105044	ak_103284	ak_102528	ak_098875	ak_098608	ak_098438	ak_098118	ak_097915	ak_097009	ak_096874	ak_096709	ak_096599	ak_096577	ak_038747	ak_037129	ak_034175	ak_032440	ak_105978	ak_099134	ak_095222	ak_032645	ak_105159	ak_099451	ak_106499	ak_106557	ak_097981	ak_095656	ak_037693	ak_099965	ak_034781	ak_097424	ak_098678	ak_035940	ak_102122	ak_035644	ak_105626	ak_099390	ak_103569	ak_038860	ak_102668	ak_038398	ak_037242	ak_037037	ak_107198	ak_105888	ak_105928	ak_102308	ak_106402	ak_105318	ak_101780	ak_098210	ak_038584	ak_038962	ak_102052	ak_038908	ak_100174	ak_098744	ak_106990	ak_099521	ak_097763	ak_097490	ak_096170	ak_096952	ak_097366	ak_096520	ak_097579	ak_096427	ak_096113	ak_097125	ak_096056	ak_095965	ak_096276	ak_095840	ak_095783	ak_096370	ak_095726	ak_095533	ak_034916	ak_034847	ak_034241	ak_034090	ak_034631	ak_035166	ak_032934	ak_095476	ak_035737	ak_034033	ak_035306	ak_035851	ak_035794	ak_035523	ak_035584	ak_035382	ak_033823	ak_033568	ak_033691	ak_033931	ak_033529	ak_033372	ak_033228	ak_106936	ak_014418	ak_014518	ak_014606	ak_014740	ak_014788	ak_014914	ak_014980	ak_015073	ak_015140	ak_015206	ak_015272	ak_015437	ak_015445	ak_015648	ak_015729	ak_016041	ak_016128	ak_016304	ak_016349	ak_016635	ak_024746	ak_023696	ak_023648	ak_016551	ak_024248	ak_023867	ak_032325	ak_023385	ak_024860	ak_023442	ak_024143	ak_023230	ak_023810	ak_032231	ak_024793	ak_021887	ak_023185	ak_023981	ak_024030	ak_024344	ak_023061	ak_024961	ak_024912	ak_024695	ak_024302	ak_024641	ak_024599	ak_024551	ak_024196	ak_024401	ak_024092	ak_023499	ak_023930	ak_023593	ak_023546	ak_021818	ak_023289	ak_021315	ak_021285	ak_032077	ak_032015	ak_015949	ak_016987	ak_032159	ak_016911	ak_015866	ak_016382	ak_016701	ak_016791	ak_016465	op_106939	op_105981	op_111586	op_111234	op_102125	op_105047	op_111757	op_114227	op_106502	op_111451	op_111168	op_107201	op_096373	op_100177	op_033015	op_033142	op_033472	op_033738	op_111308	op_106074	op_105789	op_105475	op_105105	op_103496	op_103287	op_102531	op_098878	op_098611	op_098441	op_098121	op_097918	op_097012	op_096877	op_096712	op_096602	op_096580	op_038750	op_037132	op_034178	op_032449	op_099137	op_095225	op_032648	op_105162	op_099454	op_106560	op_097984	op_095659	op_037696	op_099968	op_034784	op_097427	op_098681	op_035943	op_035647	op_099393	op_103572	op_038863	op_102671	op_038401	op_037245	op_037040	op_105891	op_105931	op_102311	op_106406	op_101783	op_098213	op_038587	op_038965	op_102055	op_038911	op_098747	op_106347	op_106993	op_099524	op_106710	op_097766	op_097493	op_096173	op_096955	op_097369	op_096523	op_097582	op_096430	op_096116	op_097128	op_096059	op_095968	op_096279	op_095843	op_095786	op_095729	op_095536	op_034919	op_034850	op_034244	op_034093	op_034634	op_035169	op_032937	op_095479	op_035740	op_034036	op_035309	op_035854	op_035797	op_035527	op_035587	op_035385	op_033832	op_033571	op_033700	op_033934	op_033538	op_033375	op_033237	op_016468	op_014427	op_014521	op_014603	op_014749	op_014791	op_014917	op_014989	op_015076	op_015149	op_015215	op_015281	op_015448	op_015550	op_015657	op_015738	op_016044	op_016131	op_016307	op_016352	op_016644	op_024749	op_024251	op_023870	op_023699	op_023651	op_016554	op_032328	op_023388	op_024863	op_023445	op_024146	op_023232	op_023813	op_032234	op_024796	op_021890	op_023178	op_023984	op_024033	op_024347	op_023056	op_024964	op_024915	op_024698	op_024305	op_024644	op_024602	op_024554	op_024199	op_024410	op_024095	op_023502	op_023933	op_023596	op_023549	op_023298	op_021140	op_021293	op_032080	op_032024	op_015958	op_016996	op_032168	op_016914	op_015869	op_016385	op_016704	op_016800
39092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
39103	656	324	75	506	645	332	2358	776	3	2	775	1361	116	165	1947	3385	767	54	1446	88	3	113	62	149	89	482	153	90	11	3100	1350	320	59	1055	10	168	205	52	64	323	49	127	145	1044	3	244	70	4	191	158	19	1133	386	1031	216	66	2163	296	889	13	153	708	41	185	842	210	6	2254	297	555	352	273	3	2790	724	8	14	3	172	16	3	223	28	135	172	18	178	33	108	157	222	114	17	714	234	104	96	378	90	14	86	560	71	131	153	27	129	362	65	18	177	279	411	341	229	331	162	2373	4068	610	718	164	994	76	507	1671	1414	640	3489	241	536	3569	2430	2584	1305	651	2287	93	132	96	88	238	195	964	1938	643	1311	1371	314	1384	111	2668	3198	1810	52	592	349	1635	1635	68	2313	3358	796	155	1786	52	363	1282	525	832	217	315	479	592	2537	702	37	262	388	388	392	103	17	592	18	29	60	42	333	1	573	12	311	225	57	47	20	485	9	188	16	179	1120	343	791	209	487	39	2072	917	135	25	153	6	18	9	11	0	2	54	38	16	9	595	132	51	37	14	32	38	45	33	37	2	70	102	18	37	2	6	24	56	2	854	189	11	130	114	418	177	240	3	10	0	14	629	985	5	12	5	217	1057	98	673	2	8	91	2	6	11	1	5	1	10	0	25	14	53	43	33	8	122	29	70	9	7	6	13	32	35	226	187	51	2	10	235	32	1	109	39	124	58	6	51	101	871	1490	573	291	224	470	70	690	1443	324	290	486	303	50	65	1776	625	81	93	461	463	147	57	284	30	22	155	547	214	142	2158	261	183	34	320	886	257	51	673	95	656	122	27	212	739	507	144	93	22	286	267	87	428	82	281	610	754	205	17	92	90	20	139	74	36	255	5	4
39108	0	0	4	2	6	4	25	5	2	1	3	3	0	1	14	30	11	1	55	1	1	6	3	3	0	8	0	0	0	46	6	2	0	6	1	2	7	2	2	2	0	4	1	9	0	9	2	0	3	0	0	5	7	2	2	0	19	6	18	1	2	14	0	1	10	1	1	15	2	6	4	5	0	27	14	2	2	0	2	0	0	2	1	1	5	0	1	0	2	1	0	1	0	3	3	0	0	58	0	1	0	2	0	1	1	2	1	7	0	0	0	2	6	2	7	11	2	18	23	3	12	6	26	1	12	25	26	13	101	4	8	91	23	33	17	6	24	0	1	0	2	0	1	10	8	3	12	3	1	5	13	7	27	15	0	7	0	11	11	0	5	3	2	0	13	0	0	10	2	6	2	2	2	3	15	2	1	5	7	2	2	8	0	16	0	0	1	0	2	0	0	1	2	1	2	2	0	0	1	0	0	2	10	3	11	0	6	0	28	6	2	1	6	1	2	0	1	0	0	0	0	0	0	5	1	0	0	0	10	2	3	1	1	0	0	0	0	0	0	0	0	0	0	7	3	0	1	1	3	1	3	1	0	0	1	9	10	0	1	0	0	7	1	8	1	0	2	0	1	2	0	0	0	0	0	0	0	1	1	1	0	1	1	20	0	0	0	0	0	0	2	2	1	0	1	3	1	0	0	1	1	1	1	2	19	7	9	6	8	6	13	1	16	14	3	3	9	7	1	1	7	9	0	0	6	3	0	1	2	0	0	0	1	1	2	6	3	1	0	0	7	1	0	4	1	2	1	0	2	1	0	1	1	1	1	1	0	1	4	3	2	4	0	0	1	2	0	1	0	0	6	0	0
39115	0	1	9	0	38	19	4	17	1	0	0	0	1	0	9	40	7	1	3	1	12	3	3	0	4	0	0	2	0	21	0	1	0	59	7	0	0	1	3	0	0	0	0	0	5	1	0	2	0	5	2	2	1	0	0	0	3	0	0	0	0	16	11	0	1	0	8	7	3	2	0	0	0	12	0	0	0	3	2	3	3	0	0	2	0	0	1	0	0	1	1	0	1	0	1	0	0	2	0	0	0	0	1	1	0	0	0	0	3	0	1	2	0	2	0	5	0	7	7	4	10	3	3	9	9	32	9	17	7	11	15	4	10	5	3	11	39	1	2	1	1	2	1	1	0	0	1	0	3	1	13	0	3	3	0	0	0	5	1	1	1	0	0	0	11	0	0	11	0	0	0	2	0	3	4	1	0	0	0	0	0	1	0	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	2	0	0	0	2	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	7	0	0	0	0	2	0	2	0	1	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	1	0	1	2	2	0	1	1	1	0	1	4	0	3	1	0	0	0	4	3	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0
39120	11	28	0	2	8	8	9	14	1	2	7	14	0	1	2	5	2	1	4	0	1	0	2	0	2	0	0	3	1	0	0	3	0	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	0	2	0	0	0	0	1	2	2	1	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	3	0	0	1	1	1	0	0	0	0	0	1	3	0	0	1	1	0	3	6	4	2	0	0	8	1	7	4	8	0	0	4	0	12	4	3	11	27	0	2	0	0	1	1	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	4	2	0	3	1	1	0	1	0	3	3	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	5	0	1	0	0	0	1	1	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	1	2	1	1	0	2	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	2	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1
39121	0	0	0	3	57	0	9	0	7	5	0	68	0	0	0	4	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	4	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	6	0	3	0	3	0	0	0	0	0	0	0	0	3	6	0	2	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	6	0	0	0	3	0	0	0	0	7	7	0	8	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
39122	0	0	0	12	15	0	2	0	4	2	0	1	0	0	0	36	0	0	220	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	7	0	0	1	3	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	2	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	15	0	0	6	1	13	0	15	0	1	0	0	0	0	0	0	7	1	4	18	1	0	0	0	4	0	0	16	3	25	1	0	0	1	0	0	0	0	0	0	0	6	0	2	0	3	0	0	0	11	0	0	0	0	1	8	0	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
39125	2	2	1	0	23	0	30	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	3	1	2	0	1	1	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	1	0	0	10	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	1	1	2	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
39126	0	0	0	0	26	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	8	0	0	0	0	0	0	0	0	0	10	1	4	0	0	0	0	1	10	0	0	0	0	0	29	0	0	0	0	1	0	1	0	0	0	1	2	0	0	3	0	0	4	0	0	0	0	0	0	18	0	0	0	0	0	1	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	2	5	0	1	0	0	0	0	7	0	0	0	1	0	29	0	2	3	3	0	1	0	0	0	0	3	0	0	0	0	1	0	6	0	7	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0
39129	0	2	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	1	0	0	1	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	2	0	0	4	2	0	0	0	0	0	0	0	9	11	4	0	7	0	13	0	0	1	1	0	1	2	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0	1	0	16	4	1	6	0	0	0	12	0	0	0	0	11	0	0	1	1	0	1	0	0	0	0	0	0	0	0	2	1	0	3	0	0	0	0	0	0	0	1	3	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	5	4	0	0	0	2	3	0	1	0	0	13	5	6	0	8	1	0	15	0	1	2	4	0	1	0	3	0	3	1	0	0	1	0	2	2	2	1	1	2	1	0	0	2	1	0	0	0	0	0	3	2	0	2	2	0	3	1	1	0	0	0	0	0	0	0	1	1	0	0	0
39136	0	2	1	0	0	4	0	2	0	5	0	2	0	0	0	2	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	1	0	11	0	0	0	1	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	2	2	0	1	3	1	2	1	0	0	1	2	0	2	0	0	0	0	1	1	0	2	6	0	0	0	0	2	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
39137	8	4	18	8	19	1	6	5	0	0	0	1	39	2	3	1	14	9	0	0	0	0	0	0	0	0	0	0	0	0	1	6	4	59	0	2	3	69	0	14	20	0	43	124	0	1	0	0	0	0	13	3	1	29	1	0	97	10	0	0	11	0	0	40	1	0	0	3	1	0	0	0	0	7	0	0	0	0	0	0	0	0	0	9	0	1	0	0	0	0	0	1	1	49	0	0	0	1	6	26	0	5	3	1	3	10	1	3	1	15	15	0	0	53	11	0	56	0	5	8	0	3	0	2	0	7	0	34	0	0	2	0	2	71	0	1	16	15	7	0	0	9	0	17	0	24	0	8	2	1	0	0	18	4	32	3	4	0	7	12	0	5	0	4	14	0	35	10	38	506	2	2	0	4	1	36	0	20	4	0	0	1	2	2	2	5	0	3	8	0	1	0	18	1	0	26	0	1	0	6	0	2	1	10	0	3	5	0	6	0	1	11	0	0	0	0	0	0	0	0	0	0	0	0	1	29	6	0	0	12	26	0	18	0	2	0	0	1	0	0	0	6	0	6	0	0	0	1	0	8	0	0	6	0	0	2	0	0	0	0	1	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	5	1	0	0	1	0	0	0	12	0	1	0	2	3	1	7	1	2	0	2	8	1	0	0	0	1	1	0	2	0	0	0	11	0	4	1	0	0	0	4	0	0	1	1	15	1	0	0	1	0	0	3	8	0	0	3	21	0	1	2	1	8	2	0	1	0	1	0	2	0	0	0	0	1	2	17	2	1	1	4	28	16	1	1	0	4	0	0	0	0	1	1
39139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	3	0	2	0	0	0	0	0	0	0	6	1	0	13	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	2	0	1	2	1	0	0	0	0	7	0	0	1	0	0	0	2	2	0	0	5	0	0	0	0	0	0	0	0	0	1	0	6	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	2	0	0	13	3	0	0	0	0	4	0	4	0	0	1	2	0	2	0	0	0	2	0	7	0	0	0	2	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	20	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0
39155	0	0	0	0	8	3	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	2	2	0	0	0	0	0	0	1	0	1	0	2	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	5	0	0	0	0	0	3	0	0	0	0	0	2	0	0	1	0	1	0	0	0	0	0	0	1	0	2	0	6	0	2	1	0	0	2	0	0	2	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	0	0	0	0	0	1	0	0	0	0	0	1	0	2	0	0	0	0	3	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	1	0	0	3	0	0	1	0	0	3	1	0	0	1	1	1	1	2	2	0	0	0	1	0	0	0	0	0	2	0	0	0	1	0	0	2	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
39156	0	0	0	0	3	0	0	0	16	9	0	0	0	1	0	2	0	0	7	2	9	3	2	1	5	0	0	3	0	0	0	0	1	0	4	0	0	1	1	0	0	2	0	0	9	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	6	7	1	0	0	0	0	0	0	0	1	9	3	3	2	0	0	0	0	1	0	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	1	1	0	1	0	3	0	3	1	0	0	2	0	20	0	0	0	0	0	22	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	12	1	0	0	0	0	0	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
